"title","address_city","address_community","address_county","address_state","address_street","address_street_number","date_collected","issuer_type","heated_water","heating","water_access","building_material","roof_material","fence","floors","rooms","bathroom_count","has_basement","has_balcony","year_built","location_latitude","location_longitude","price","price_currency","price_per_meter"
Dom na pensjonat w pięknej okolicy.,Golejów,Lubomierz,lwówecki,dolnośląskie,,,2023-05-24 10:37:57.676 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,10,,,,1920,51.02352,15.59142,660000.0,PLN,1783.7837837837837
Luksusowa rezydencja-pałacyk z widokiem na Tatry,Lasek,Nowy Targ,nowotarski,małopolskie,,,2023-05-25 16:59:10.818 +0200,REAL_ESTATE_AGENCY,,,,,,,,5,,,,2002,49.51375,19.98046,2499000.0,PLN,3815.267175572519
"Dom na sprzedaż: warmińsko-mazurskie, ostródzki, Ostróda, Kraplewo",Kraplewo,Ostróda,ostródzki,warmińsko-mazurskie,,,2023-05-22 18:06:57.434 +0200,PRIVATE,OTHER_HEATING,,WATER_SUPPLY,BRICK,,OTHER,,,,true,,,53.634088,19.989279,3500000.0,PLN,3500.0
Wyjątkowa rezydencja w Konstancinie,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,Lipowa,,2023-05-27 01:12:09.249 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,,52.10506,21.1223,8500000.0,PLN,11643.835616438357
"Dom, 490 m2, Magdalenka",Magdalenka,Lesznowola,piaseczyński,mazowieckie,,,2023-05-25 12:38:29.223 +0200,REAL_ESTATE_AGENCY,,MUNICIPAL,WATER_SUPPLY,BLOCK,CERAMIC_TILE,,,10,,,,1995,52.085327099463,20.910772969394,3400000.0,PLN,6938.775510204082
Dom na sprzedaż,Płock,Płock,Płock,mazowieckie,Płocka,,2023-05-25 16:31:53.577 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,NONE,,8,,,,,,,499000.0,PLN,2495.0
Do sprzedania piękna willa w Puławach,Puławy,Puławy m,puławski,lubelskie,Wacława Sieroszewskiego,,2023-05-24 20:08:23.632 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,9,,true,,,51.425509184214,21.976289740333,1990000.0,PLN,6633.333333333333
Gospodarstwo 46ha - 2km linii brzegowej. Dworek,Stare Resko,Połczyn-Zdrój,świdwiński,zachodniopomorskie,,,2023-05-24 13:36:50.693 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,,,,53.67728988,15.97156763,6500000.0,PLN,6500.0
Dwór+folwark+46 HA+linia brzeg.-66KMmorze-pensjona,Stare Resko,Połczyn-Zdrój,świdwiński,zachodniopomorskie,,,2023-05-25 10:08:49.861 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,true,,1900,53.69144,15.961,6500000.0,PLN,7222.222222222223
"żarski, Przewóz, Sobolice, Sobolice",Sobolice,Przewóz,żarski,lubuskie,,,2023-05-22 17:49:25.779 +0200,PRIVATE,,,,,,,,25,,,,,51.4806,14.9542,2500000.0,PLN,1329.0802764486975
Przepiękny XIX-wieczny pałacyk z historią!,Chmielniki,Nowa Wieś Wielka,bydgoski,kujawsko-pomorskie,,,2023-05-30 11:20:34.241 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,,,,,3,,,,,53.00627,18.04939,2950000.0,PLN,21071.428571428572
Dom na sprzedaż,Jaworzynka,Istebna,cieszyński,śląskie,,,2023-05-28 14:47:53.472 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,OTHER,,6,,,,2002,49.5279009,18.8590849,3500000.0,PLN,19444.444444444445
Dom na sprzedaż,Strumień,Strumień,cieszyński,śląskie,centrum,,2023-05-28 14:47:55.183 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,METAL,,11,,,,2010,49.9171995,18.7634908,1750000.0,PLN,4452.926208651399
Wyjątkowa Posiadłość Z Dwoma Dodatkowymi Mieszkani,Złocieniec,Złocieniec,drawski,zachodniopomorskie,,,2023-06-02 11:04:52.608 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,OTHER,CERAMIC_TILE,,,10,,true,,1930,53.5310697,16.0120665,2300000.0,PLN,2555.5555555555557
"opolskie, kluczborski, Byczyna, Proślice",Proślice,Byczyna,kluczborski,opolskie,,,2023-05-28 14:33:35.734 +0200,REAL_ESTATE_AGENCY,OTHER_HEATING,,WATER_SUPPLY,BRICK,,OTHER,,,,,,1914,51.09847073,18.10761634,3600000.0,PLN,2318.09401159047
Willa Heinzel’a – niesamowita posiadłość!,Łódź,Łódź,Łódź,łódzkie,,,2023-05-29 15:35:53.128 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,METAL_SHEET,OTHER,,10,,true,,1984,51.75949,19.4318,6900000.0,PLN,10935.023771790808
"Koszaliński, Bobolice, Bobolice Okolica",Bobolice,Niegowa,myszkowski,śląskie,,,2023-06-01 00:33:24.420 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,OTHER_HEATING,WATER_SUPPLY,BRICK,METAL_SHEET,,,10,1,true,true,1907,54.00131186,16.11694336,1600000.0,PLN,2388.0597014925374
Dom na sprzedaż,Trębki Nowe,Zakroczym,nowodworski,mazowieckie,,,2023-06-01 02:23:53.543 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,23,,,,1922,52.4568044,20.5419317,8500000.0,PLN,4564.983888292159
Hotel 4**** w pięknym szlacheckim dworku,Trębki Nowe,Zakroczym,nowodworski,mazowieckie,,,2023-05-30 23:31:49.191 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,10,,,,1922,52.45614,20.54383,8500000.0,PLN,4830.231566983946
Dom (Rezydencja) - Konstancin-Jeziorna,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,Lipowa,,2023-05-30 00:20:18.596 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,true,,2022,52.1053,21.12343,5148970.0,PLN,16353.204598869339
Dom (Rezydencja) - Konstancin-Jeziorna,Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,Lipowa,,2023-05-30 00:20:18.029 +0200,REAL_ESTATE_AGENCY,,,,,,,,7,,true,,2022,52.1053,21.12343,5274828.0,PLN,16655.072463768116
Zespół pałacowo -parkowy,Gmurowo,Wysoka,pilski,wielkopolskie,,,2023-06-01 16:51:01.446 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,8,,true,,1871,53.22281029081355,17.03630851058961,8900000.0,PLN,8090.909090909091
Rezydencja w Kamińsku | 2900 m2 | Dwa stawy |,Kamińsko,Murowana Goślina,poznański,wielkopolskie,,,2023-05-31 13:20:38.709 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,,,1993,52.53221,17.06379,4200000.0,PLN,1448.2758620689656
Zabytkowy dwór z parkiem i stawem,Gostkowo,Miejska Górka,rawicki,wielkopolskie,,,2023-06-02 12:10:52.270 +0200,REAL_ESTATE_AGENCY,,,,BRICK,ROOFING_FELT,OTHER,,10,,,,1880,51.697319909873,16.975168703939,949000.0,PLN,1784.3712394705174
Imponujący pałac w Szczepanowie,Szczepanów,Środa Śląska,średzki,dolnośląskie,,,2023-05-29 11:03:01.888 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,10,,true,,1692,51.1525,16.62069,5000000.0,PLN,1666.6666666666667
Dom Lubniewice wśród lasów i jezior,Lubniewice,Lubniewice,sulęciński,lubuskie,os. Trzcińce,,2023-05-28 22:10:39.109 +0200,PRIVATE,,TILED_STOVE,WATER_SUPPLY,BRICK,CERAMIC_TILE,MESH,,3,,true,,,52.5278046441281,15.20836162006836,200000.0,PLN,1538.4615384615386
"Świdwiński (Pow.), Połczyn-Zdrój (Gm.), Połczyn-Zdrój",Połczyn-Zdrój,Połczyn-Zdrój,świdwiński,zachodniopomorskie,,,2023-06-01 05:25:17.013 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,30,25,true,,1900,53.7674,16.0917,6500000.0,PLN,2600.0
"Oryginalny, ponadczasowy dom.",Kiełpin,Łomianki,warszawski zachodni,mazowieckie,Wiśniowa,,2023-06-03 22:04:13.021 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,true,,2012,52.35752,20.86964,4500000.0,PLN,11538.461538461539
"bydgoski, Nowa Wieś Wielka, Chmielniki",Chmielniki,Nowa Wieś Wielka,bydgoski,kujawsko-pomorskie,,,2023-06-06 11:50:37.524 +0200,PRIVATE,OTHER_HEATING,BOILER_ROOM,WATER_SUPPLY,BRICK,,MESH,,4,,true,,,52.9698,18.0911,2950000.0,PLN,21071.428571428572
Stodoła+częśćMieszkalna#działka1532m2#wod-kan#,Uciechów,Dzierżoniów,dzierżoniowski,dolnośląskie,Piastowska,,2023-06-09 11:40:44.402 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,CERAMIC_TILE,,,7,,true,,1890,50.760258695746,16.677328394025,249000.0,PLN,1556.25
"Głogowski, Żukowice, Kromolin, Szczepów",Kromolin,Żukowice,głogowski,dolnośląskie,,,2023-06-08 15:06:33.548 +0200,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,70,,true,true,,51.6854,15.8874,9999999.0,PLN,3333.333
"Dom, 400 m2, Gorzów Wielkopolski",Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,lubuskie,,,2023-06-08 08:33:32.919 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,WATER_SUPPLY,BRICK,,,,9,,,,1890,52.72918,15.24028,2470000.0,PLN,6175.0
Łódź,Łódź,Łódź,Łódź,łódzkie,,,2023-06-05 14:25:29.242 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,BOILER_ROOM,WATER_SUPPLY,BRICK,,NONE,,25,18,true,,1932,51.7592,19.456,1190000.0,PLN,858.5858585858585
"Willa pod Dobczycami 290m2, 1H działki budowlanej",Komorniki,Raciechowice,myślenicki,małopolskie,,,2023-06-07 14:06:44.096 +0200,REAL_ESTATE_AGENCY,,,,,,,,10,,,,,49.83991,20.16853,5000000.0,PLN,17218.22376803609
Dom wolnostojący typu - Rezydencja,Myślenice,Myślenice,myślenicki,małopolskie,,,2023-06-07 14:51:05.816 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,METAL_SHEET,OTHER,,9,,true,,1992,49.83378,19.94242,2850000.0,PLN,6333.333333333333
Luksusowa Rezydencja z widokiem na morze,Suchy Dwór,Kosakowo,pucki,pomorskie,,,2023-06-06 10:51:18.416 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BLOCK,,OTHER,,9,,,,2008,54.57492,18.46982,7450000.0,PLN,14299.424184261037
"Dworek, ul. Sieroszewskiego",Puławy,Puławy m,puławski,lubelskie,Sieroszewskiego,,2023-06-08 16:19:25.098 +0200,PRIVATE,,,WATER_SUPPLY,,,,,9,,true,,,51.4213646,21.9838782,1990000.0,PLN,6633.333333333333
"Dom w stylu polskiego dworku szlacheckiego 1,4 ha",Nowy Kurzeszyn,Rawa Mazowiecka,rawski,łódzkie,,,2023-06-08 02:02:55.524 +0200,REAL_ESTATE_AGENCY,,,,,,,,9,,true,,1992,51.8318,20.27813,1800000.0,PLN,7500.0
Dom na sprzedaż,Gołyń,Biała Rawska,rawski,łódzkie,,,2023-06-09 02:26:47.807 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,15,,,,1900,51.854958,20.4040575,2699000.0,PLN,3426.43138250603
"sieradzki, Sieradz, Chojne",Chojne,Sieradz,sieradzki,łódzkie,,,2023-06-10 11:33:09.354 +0200,PRIVATE,,,,,,,,10,,,,,51.538,18.809,2021000.0,PLN,3994.0711462450595
Pensjonat z bezpośrednim dostępem do jeziora,Dziki,Szczecinek,szczecinecki,zachodniopomorskie,,,2023-06-09 10:51:09.187 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,METAL_SHEET,,,10,,,,,53.62827,16.68346,2600000.0,PLN,4672.897196261682
Luksusowa rezydencja nad jeziorem,Sztum,Sztum,sztumski,pomorskie,,,2023-06-06 10:51:18.462 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,,,,7,,true,,2002,53.91564,19.03702,4900000.0,PLN,9939.148073022312
Zabytkowa Stara Willa Sturma !!!,Gozdnica,Gozdnica,żagański,lubuskie,,,2023-06-05 20:40:51.697 +0200,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1889,51.43689,15.09736,5600000.0,PLN,4666.666666666667
Nowodworce Dom 250m Działka 1400m ul. Działkowa,Nowodworce,Wasilków,białostocki,podlaskie,Działkowa,,2023-06-17 11:51:01.513 +0200,PRIVATE,,,,BRICK,CERAMIC_TILE,,,5,,,,2008,53.173450092823,23.219055216955,1428000.0,PLN,5712.0
"Piękny, klasyczny dworek na dużej działce.",Kozielec,Dobrcz,bydgoski,kujawsko-pomorskie,,,2023-06-14 14:40:42.106 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,,,,,8,,,,2023,53.24539,18.25307,599000.0,PLN,1559.8958333333333
Nieruchomość pod działalność.,Cieszyn,Cieszyn,cieszyński,śląskie,,,2023-06-14 19:03:30.185 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,NONE,,10,,true,,1896,49.757133268439,18.648777012722,8500000.0,PLN,7314.974182444062
"Dom, 400 m2, Milanówek",Milanówek,Milanówek,grodziski,mazowieckie,,,2023-06-15 08:31:30.240 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,WATER_SUPPLY,BRICK,ROOFING_FELT,,,10,,,,,52.12458,20.66721,2699000.0,PLN,6747.5
Azyl W Otoczeniu Natury | 4 Ha,Ostrowy Tuszowskie,Cmolas,kolbuszowski,podkarpackie,,,2023-06-12 11:20:38.953 +0200,REAL_ESTATE_AGENCY,,,,,,,,5,,,,,50.30348,21.62818,500000.0,PLN,1562.5
Dom (Dworek) - Gorzyca,Gorzyca,Międzyrzecz,międzyrzecki,lubuskie,,,2023-06-15 15:31:56.975 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,,52.46244,15.49084,949000.0,PLN,3650.0
"Otwocki, Wiązowna, Emów, Sosnowa",Emów,Wiązowna,otwocki,mazowieckie,Sosnowa,,2023-06-14 20:02:43.780 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,,,OTHER,,5,,true,,2005,,,3600000.0,PLN,11019.283746556473
Dom położony w Mazowieckim Parku Krajobrazowym,Emów,Wiązowna,otwocki,mazowieckie,,,2023-06-14 19:20:40.125 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,,,,,5,,,,2005,52.1579504,21.2789601,3600000.0,PLN,9000.0
"Duży pałac, 5ha ziemi + możliwość dokupienia 30ha",Podgórki,Świerzawa,złotoryjski,dolnośląskie,,,2023-06-16 12:10:39.058 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,,,,,10,,true,,,50.95683,15.85582,4990000.0,PLN,909.7538742023701
Unikatowy dworek Bory Tucholskie- Tylko u nas,Kwieki,Czersk,chojnicki,pomorskie,,,2023-06-23 11:34:39.846 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,,OTHER,,,,5,,true,,,53.81385,17.86415,1899000.0,PLN,5912.9405903599445
"Dom, 180 m2, Jaworzynka",Jaworzynka,Istebna,cieszyński,śląskie,,,2023-06-24 09:20:40.273 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,OTHER,,,,6,,,,2002,49.52838,18.86094,3500000.0,PLN,19444.444444444445
Dom Na Cztery Pory Roku,Kuźnica Czarnkowska,Czarnków,czarnkowsko-trzcianecki,wielkopolskie,os. Leśne,,2023-06-20 00:01:49.541 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,,,2015,52.93708,16.51191,4800000.0,PLN,9716.599190283401
Dom na sprzedaż,Marzewo,Pasłęk,elbląski,warmińsko-mazurskie,,,2023-06-24 02:04:02.359 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,12,,,,1853,53.9644557,19.6943844,7900000.0,PLN,8094.262295081967
Dom na sprzedaż,Paprotki,Miłki,giżycki,warmińsko-mazurskie,,,2023-06-22 07:03:20.358 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,CONCRETE,,OTHER,,2,,,,1945,53.9287337,21.802453,1200000.0,PLN,11764.70588235294
Dom na sprzedaż,Grzegorzewice,Żabia Wola,grodziski,mazowieckie,Pałacowa,,2023-06-22 06:03:36.924 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,,,37,,,,1830,51.9699209,20.6223258,9800000.0,PLN,9800.0
Rezydencja -2 domy na sprzedaż  osiedle Pod Dębem,Katowice,Katowice,Katowice,śląskie,,,2023-06-23 14:03:42.921 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,,CERAMIC_TILE,OTHER,,7,,,,2004,50.18461,18.95531,7000000.0,PLN,14583.333333333334
Duże siedlisko na Mazurach,Maradki,Sorkwity,mrągowski,warmińsko-mazurskie,,,2023-06-21 04:50:42.728 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,,CERAMIC_TILE,,,4,,,,2006,53.81077,21.15516,3350000.0,PLN,8312.655086848636
Zabytkowy górski pensjonat przy wodospadzie,Piwniczna-Zdrój,Piwniczna-Zdrój,nowosądecki,małopolskie,Szczawnicka,,2023-06-19 19:20:40.796 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,WOOD,,MESH,,10,,true,,1936,49.43687,20.68875,390000.0,PLN,975.0
Sielska rezydencja w eleganckim wydaniu,Grubsko,Nowy Tomyśl,nowotomyski,wielkopolskie,,,2023-06-22 21:50:58.443 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,,SILICATE,,OTHER,,6,,,,2008,52.27535,16.06223,3000000.0,PLN,13636.363636363636
Dom Zalesie Górne w Parku Krajobrazowym k/Warszawy,Zalesie Górne,Piaseczno,piaseczyński,mazowieckie,,,2023-06-20 06:40:32.328 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BLOCK,CERAMIC_TILE,OTHER,,10,,true,,2003,52.02283651284214,21.031385174560533,4495000.0,PLN,7180.511182108627
"Dom, 930 m2, Ciechów",Ciechów,Środa Śląska,średzki,dolnośląskie,,,2023-06-19 12:20:43.392 +0200,REAL_ESTATE_AGENCY,,,,,CERAMIC_TILE,,,10,,,,1840,51.13269,16.57145,1400000.0,PLN,1505.3763440860216
"DWOREK POLSKI z XIX w/zabytek/365m2/1,02ha",Tarnobrzeg,Tarnobrzeg,Tarnobrzeg,podkarpackie,,,2023-06-19 13:11:40.563 +0200,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,METAL,,10,,true,,,50.56884,21.6735,1195000.0,PLN,3273.972602739726
Elegancki dom w stylu rezydencjalnym na Zawadach,Warszawa,Warszawa,Warszawa,mazowieckie,,,2023-06-23 14:20:40.606 +0200,REAL_ESTATE_AGENCY,,GAS_HEATING,,,CERAMIC_TILE,METAL,,6,,,,2008,52.17631,21.10733,4700000.0,PLN,15161.290322580646
"Tąpadła - Dom 216m2 +112m2folwark, Piekny Ogród",Sobótka,Sobótka,wrocławski,dolnośląskie,,,2023-06-23 13:40:37.751 +0200,REAL_ESTATE_AGENCY,,,,,,,,6,,true,,2022,50.83703,16.67793,1220400.0,PLN,3720.731707317073
Tylko u Nas /Rezydencja na działce 34700 m2 !,Buchałów,Świdnica,zielonogórski,lubuskie,Osiedle Słoneczne Wzgórze,,2023-06-23 11:51:02.082 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,2000,51.90773,15.35522,8500000.0,PLN,7943.92523364486
Dom na sprzedaż,Reptowo,Dąbrowa Chełmińska,bydgoski,kujawsko-pomorskie,,,2023-06-28 13:08:15.966 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,,,7,,,,2005,53.1689466,18.2319315,1100000.0,PLN,4198.473282442748
Dom na sprzedaż,Osowiec,Żabia Wola,grodziski,mazowieckie,Parkowa,,2023-06-30 16:11:22.617 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,15,,,,1860,52.0546079,20.636837,4600000.0,PLN,4438.226639008152
Dom w zaciszu do własnej aranżacji !,Jelenia Góra,Jelenia Góra,Jelenia Góra,dolnośląskie,,,2023-06-28 09:55:34.498 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,10,,,,1920,50.85133,15.73459,660000.0,PLN,1783.7837837837837
"lwówecki, Lubomierz",Lubomierz,Lubomierz,lwówecki,dolnośląskie,,,2023-06-28 18:04:17.883 +0200,PRIVATE,OTHER_HEATING,,WATER_SUPPLY,,,,,7,,,,1900,51.0127,15.5107,850000.0,PLN,2125.0
Dom na sprzedaż,Trębki Nowe,Zakroczym,nowodworski,mazowieckie,,,2023-06-28 22:11:40.838 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,,OTHER,,23,,,,1922,52.4568044,20.5419317,8500000.0,PLN,4564.983888292159
Sielska rezydencja w eleganckim wydaniu,Jastrzębsko Stare,Nowy Tomyśl,nowotomyski,wielkopolskie,,,2023-06-28 09:55:34.184 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,,SILICATE,,OTHER,,6,,,,2008,52.28665,16.06415,3100000.0,PLN,14090.90909090909
Chylice-Pólko dom pod Warszawą!,Chylice-Pólko,Piaseczno,piaseczyński,mazowieckie,,,2023-06-30 15:46:28.817 +0200,REAL_ESTATE_AGENCY,,,,,,,,5,,,,2015,52.07842,21.05415,5000000.0,PLN,15062.055669357755
Dom na sprzedaż,Piaseczno,Piaseczno,piaseczyński,mazowieckie,,,2023-06-30 12:09:11.581 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,OTHER,,6,,,,1950,52.05853345,21.01699591,2600000.0,PLN,13000.0
Stylowa rezydencja-genialny potencjał inwestycyjny,Hyżne,Hyżne,rzeszowski,podkarpackie,,,2023-06-26 12:38:47.526 +0200,REAL_ESTATE_AGENCY,,OTHER_HEATING,WATER_SUPPLY,BLOCK,OTHER,OTHER,,10,,,,2022,49.92156,22.17096,3700000.0,PLN,5047.74897680764
Dom na sprzedaż,Gościszewo,Sztum,sztumski,pomorskie,,,2023-07-01 08:04:00.351 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,OTHER,,OTHER,,16,,,,,53.9198663,19.0305384,7000000.0,PLN,4598.486441034265
„Nowa Dzielnica” Nowoczesne Osiedle Domów Jednorod,Czeladź,Czeladź,będziński,śląskie,,,2023-07-05 12:20:22.337 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,WATER_SUPPLY,BLOCK,,,,5,,true,,2023,50.31377,19.07778,859000.0,PLN,5614.3790849673205
„Nowa Dzielnica” Nowoczesne Osiedle Domów Jednorod,Czeladź,Czeladź,będziński,śląskie,,,2023-07-05 12:20:22.118 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BLOCK,,,,5,,,,2023,50.31377,19.07778,929000.0,PLN,6071.895424836602
Dom 360 m2 w otoczeniu lasu.,Bydgoszcz,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,,,2023-07-04 00:20:17.890 +0200,REAL_ESTATE_AGENCY,,,,,,,,8,,,,2002,53.14183,18.16897,3000000.0,PLN,8333.333333333334
"Luksusowa dochodowa rezydencja- willa,biuro,myjnia",Bydgoszcz,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,,,2023-07-05 17:01:55.669 +0200,PRIVATE,,GAS_HEATING,WATER_SUPPLY,CONCRETE,CERAMIC_TILE,METAL,,6,,,,2006,53.1371,17.94289,5550000.0,PLN,19632.118853908738
Dom na sprzedaż,Bydgoszcz,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,,,2023-07-04 00:33:56.226 +0200,REAL_ESTATE_AGENCY,,,,OTHER,,OTHER,,8,,,,2002,53.1477778,18.1694444,3000000.0,PLN,8333.333333333334
Nowy Bliźniak w pobliżu Pogorii III,Dąbrowa Górnicza,Dąbrowa Górnicza,Dąbrowa Górnicza,śląskie,,,2023-07-05 12:20:23.018 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BLOCK,,,,4,,true,,2022,50.3349264,19.1882295,785000.0,PLN,6826.086956521739
Dom 128 m2 w zabudowie bliźniaczej – pod lasem,Dąbrowa Górnicza,Dąbrowa Górnicza,Dąbrowa Górnicza,śląskie,,,2023-07-05 12:16:28.119 +0200,REAL_ESTATE_AGENCY,,BOILER_ROOM,,BLOCK,,,,5,,,,2022,50.388561,19.2896983,499000.0,PLN,3898.4375
"XVII-wieczny pałac, 300-letni park, działka 28ha",Kromolin,Żukowice,głogowski,dolnośląskie,,,2023-07-05 13:40:27.384 +0200,REAL_ESTATE_AGENCY,,,,BRICK,,,,10,,,,,51.68434,15.88754,9999999.0,PLN,2857.1425714285715
"Głogowski, Żukowice, Kromolin, Szczepów",Kromolin,Żukowice,głogowski,dolnośląskie,,,2023-07-05 14:25:42.689 +0200,REAL_ESTATE_AGENCY,,,,BRICK,CERAMIC_TILE,,,70,,true,true,,,,9999999.0,PLN,3333.333
Mielno k.Gniezna-pałac+park+liniaBRZEGOWA- rasaS,Gniezno,Gniezno m,gnieźnieński,wielkopolskie,,,2023-07-08 07:05:27.367 +0200,REAL_ESTATE_AGENCY,,,WATER_SUPPLY,BRICK,OTHER,OTHER,,10,,true,,1901,52.52918,17.59895,2600000.0,PLN,1625.0
"Grójecki, Chynów, Marianów",Marianów,Chynów,grójecki,mazowieckie,,,2023-07-08 16:25:52.247 +0200,REAL_ESTATE_AGENCY,MUNICIPAL,ELECTRIC_HEATING,WATER_SUPPLY,BLOCK,METAL_TILE,MIXED,,9,4,,,1999,51.9227319,21.00727616,2300000.0,PLN,6571.428571428572
"Jędrzejowski, Jędrzejów",Jędrzejów,Jędrzejów,jędrzejowski,świętokrzyskie,,,2023-07-07 14:01:32.811 +0200,REAL_ESTATE_AGENCY,,TILED_STOVE,,,OTHER,NONE,,8,,,,1850,50.586903,20.16727,1800000.0,PLN,4522.613065326633
"Piaseczyński, Konstancin-Jeziorna, Miriama Przesmyckiego",Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie,Miriama Przesmyckiego,,2023-07-06 17:25:48.427 +0200,REAL_ESTATE_AGENCY,GAS_HEATING,GAS_HEATING,WATER_SUPPLY,BRICK,,OTHER,,10,2,,,,52.0791525,21.07464402,3780000.0,PLN,17581.39534883721
Willa barokowa w stylu włoskim,Wierzchowice,Gaworzyce,polkowicki,dolnośląskie,,,2023-07-04 19:31:13.207 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,,OTHER,,10,,true,,1800,51.63087,15.96054,5500000.0,PLN,2200.0
Do sprzedania willa marzeń w Puławach,Puławy,Puławy m,puławski,lubelskie,,,2023-07-08 22:55:17.419 +0200,PRIVATE,,BOILER_ROOM,WATER_SUPPLY,BRICK,CERAMIC_TILE,OTHER,,9,,true,,,51.425509184214,21.976289740333,1990000.0,PLN,6633.333333333333
